ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,mora,Vivienda,Vehiculo,Contacto,Mes,Dia,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,vlr_ingresos,segmento,perfil_riesgo,marg_cont,score_cliente,ah,cc,cdt,sum_saldo_prom_ah,sum_monto_trx_ah,sum_cant_trx_ah,sum_saldo_prom_cc,sum_monto_trx_cc,sum_cant_trx_cc,cdt_sum_valor_interes,cdt_sum_monto_apertura,cdt_prom_plazo_total_meses,buro_max_deuda,buro_num_creditos
18336,44,vendedor ambulante,casado,bachillerato incompleto,no,no,si,celular,aug,mon,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1294715.9805037486,masivo,2,25894.319610074974,900,,,SI,0.0,0.0,0,0.0,0.0,0,29846.203737703763,786171.6977292033,33,19529816.350666363,3
18337,56,administrador negocio,casado,,no,si,no,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2618549.944255326,masivo,2,52370.99888510652,900,,,SI,0.0,0.0,0,0.0,0.0,0,18144.380725053023,1334833.0272937021,42,2436122.1025606524,1
18338,40,administrador negocio,casado,pregrado,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,973468.312903957,masivo,2,19469.36625807914,900,,SI,SI,0.0,0.0,0,280865.8569926864,19692.785919719052,6,19155.660809521134,144946.1007845046,37,14140055.091705699,7
18342,33,vendedor ambulante,casado,pregrado,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,976424.011593417,masivo,4,19528.48023186834,800,SI,,,321301.66775547236,29500.815958138784,10,0.0,0.0,0,0.0,0.0,0,14712679.982033037,1
18343,52,servicios,casado,bachillerato,,si,si,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,735813.2133621535,masivo,4,14716.26426724307,800,,SI,SI,0.0,0.0,0,435766.902306805,30553.604521073892,10,24264.87868668923,1829105.2713600658,18,4523367.515399904,8
18347,45,empleado,casado,preescolar,,si,si,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2376173.931693075,masivo,1,47523.47863386151,950,,SI,SI,0.0,0.0,0,218966.10466036663,15352.712034569868,16,8858.004428866298,863476.3023740288,12,8175290.2586554345,1
18349,30,emprendedor,casado,pregrado,no,no,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,790568.8426715242,masivo,2,15811.376853430484,900,SI,SI,,476949.28151736467,43791.84544450798,7,488250.9582545118,34233.500999212425,6,0.0,0.0,0,14213011.950632833,1
18352,45,servicios,casado,bachillerato,,si,si,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2144595.432415176,masivo,1,42891.90864830353,950,SI,,SI,265742.7296339109,24399.585018991595,12,0.0,0.0,0,30715.038572802972,309276.9850187908,20,14262603.20655138,5
18357,31,tecnico,casado,pregrado,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1117547.6023307098,masivo,4,22350.952046614195,800,,,SI,0.0,0.0,0,0.0,0.0,0,43308.042288506695,573897.576620599,36,10069718.446381798,2
18359,30,tecnico,divorced,bachillerato,no,no,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,SI,SI,,189053.41609037877,17358.235558815293,9,201834.8205568363,14151.559591218615,9,0.0,0.0,0,13979721.2068778,1
18361,30,tecnico,single,pregrado,no,si,no,celular,aug,mon,13,999,0,sin contacto,1.4,93444,-36.1,4965,5228,929685.9322135339,masivo,4,18593.718644270677,800,,SI,,0.0,0.0,0,225513.62916428392,15811.78883279784,15,0.0,0.0,0,10897044.993600404,5
18370,58,Vive de los arriendos,casado,pregrado,no,no,no,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,4,10000.0,800,,SI,,0.0,0.0,0,376125.9568551769,26371.905885987973,10,0.0,0.0,0,2413088.958129369,3
18372,53,empleado,casado,primaria,no,si,no,celular,aug,mon,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1533902.7236823374,masivo,2,30678.05447364675,900,,SI,SI,0.0,0.0,0,166704.40899203267,11688.40624953168,14,23904.141447876686,1763244.8249257563,51,15569374.72057958,8
18374,35,tecnico,single,Estudiante Universitario,no,no,no,celular,aug,mon,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,1,10000.0,950,,,SI,0.0,0.0,0,0.0,0.0,0,31578.58482717749,1438994.2237365243,58,5311897.372756407,4
18384,37,tecnico,casado,Estudiante Universitario,no,si,no,celular,aug,mon,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2425975.1007146165,masivo,2,48519.50201429233,900,SI,SI,SI,37361.398948133574,3430.3953726947816,12,285789.9085868335,20038.03362956694,11,43090.63766759367,476216.70687899675,47,19475404.33888677,4
18391,47,empleado,casado,preescolar,no,no,no,celular,aug,mon,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1408924.1396469728,masivo,4,28178.482792939456,800,SI,SI,,303151.2619559522,27834.30801624822,11,312260.6340592555,21894.01689307068,9,0.0,0.0,0,16123776.427604126,5
18395,57,servicios,casado,bachillerato,,si,no,telefono fijo,aug,mon,9,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1322404.005241261,masivo,4,26448.08010482522,800,,SI,,0.0,0.0,0,470760.84503866895,33007.18941061584,9,0.0,0.0,0,15176208.315063408,7
18397,57,empleado,casado,bachillerato incompleto,no,si,no,celular,aug,mon,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2155892.1377875824,masivo,2,43117.84275575165,900,SI,SI,SI,208905.36689695955,19180.973521074095,8,75953.78881020354,5325.466465900264,15,39947.06219630762,900530.0837319882,49,15894195.471679982,2
18399,33,administrador negocio,single,pregrado,no,si,no,celular,aug,mon,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2463906.9340758626,masivo,2,49278.13868151725,900,,SI,SI,0.0,0.0,0,271374.87282597215,19027.329743009705,7,34997.816165561046,1140006.517744583,56,7810779.943490463,4
18401,45,empleado,casado,bachillerato incompleto,no,si,no,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1479901.2482303483,masivo,2,29598.024964606968,900,SI,,SI,31642.885594917232,2905.3411108669698,11,0.0,0.0,0,45550.92995171643,1877980.8744509025,14,1479192.9099372649,3
18402,51,empleado,casado,preescolar,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,4,14575.99400901419,800,SI,SI,,434207.3562170732,39867.42861595905,10,380559.58768741175,26682.767960008383,5,0.0,0.0,0,8019841.812111085,1
18410,55,Vive de los arriendos,casado,pregrado,no,no,no,celular,aug,mon,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,2,10000.0,900,SI,SI,,200873.68426986894,18443.531998684284,9,183369.53974094408,12856.874555634779,10,0.0,0.0,0,6569530.776555939,1
18413,36,administrador negocio,single,pregrado,no,si,no,celular,aug,mon,7,999,0,sin contacto,1.4,93444,-36.1,4965,5228,813950.24296482,masivo,4,16279.004859296401,800,,SI,,0.0,0.0,0,322593.3857072932,22618.49322616847,11,0.0,0.0,0,4431185.595132897,7
18414,48,empleado,casado,bachillerato incompleto,no,no,no,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,882787.7533520384,masivo,4,17655.75506704077,800,SI,,SI,108124.79825608157,9927.647734126087,15,0.0,0.0,0,5426.30360513627,1619671.331735255,12,6830592.983480217,7
18415,43,tecnico,casado,Estudiante Universitario,,si,no,celular,aug,mon,7,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1607057.4529922968,masivo,2,32141.149059845935,900,SI,SI,,60425.57655058615,5548.068970310869,18,294736.90131919936,20665.348086333935,12,0.0,0.0,0,13286776.87628954,5
18419,46,empleado,casado,bachillerato incompleto,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1154853.1188619728,masivo,1,23097.062377239457,950,SI,SI,SI,244264.76986116415,22427.552496289827,7,17481.937060461263,1225.738321061327,14,32674.219611670178,763293.6716382961,29,1363151.799600065,9
18424,60,pensionado,casado,preescolar,,si,si,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2187932.972051428,masivo,4,43758.65944102856,800,SI,SI,SI,403717.3033134215,37067.93664460365,16,421965.51376360946,29585.926239042303,12,25076.569109183067,1087862.5279043,25,6310887.147337169,2
18426,54,empleado,casado,preescolar,no,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,887016.7287293104,masivo,4,17740.33457458621,800,,SI,SI,0.0,0.0,0,299305.7054830504,20985.687778994343,9,36751.43020514502,757328.1333148566,23,5936325.306937841,9
18427,59,Vive de los arriendos,casado,pregrado,no,no,si,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1442958.8331470583,masivo,2,28859.176662941165,900,,SI,,0.0,0.0,0,118049.7022326543,8277.00290396912,12,0.0,0.0,0,4278310.920788351,8
18431,38,administrador negocio,casado,pregrado,no,si,si,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2683987.443196889,masivo,2,53679.748863937784,900,SI,SI,SI,340968.48897843005,31306.55595766361,7,173930.76716205454,12195.079171421075,12,18250.493002678235,1194440.9839994851,45,17966097.35522622,4
18434,59,ama de casa,casado,preescolar,,si,no,celular,aug,mon,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1841825.2139549665,masivo,1,36836.50427909933,950,SI,SI,SI,358916.5714053349,32954.48726214906,7,83488.3646687787,5853.749935338373,14,45399.07566519343,1273120.381353145,22,17124600.2115869,4
18437,59,pensionado,casado,preescolar,,si,no,celular,aug,mon,13,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1439962.4583114355,masivo,4,28799.24916622871,800,,SI,,0.0,0.0,0,339775.3075902976,23823.196115135685,4,0.0,0.0,0,13126770.855043799,2
18438,44,administrador negocio,casado,pregrado,no,no,no,celular,aug,mon,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,898055.5580648229,masivo,4,17961.11116129646,800,,SI,,0.0,0.0,0,193590.39721051767,13573.505477667837,11,0.0,0.0,0,16186869.173963107,4
18441,56,servicios,casado,bachillerato,no,no,no,celular,aug,mon,7,999,0,sin contacto,1.4,93444,-36.1,4965,5228,866768.6032850229,masivo,4,17335.37206570046,800,SI,,,244408.6144194118,22440.75980974415,14,0.0,0.0,0,0.0,0.0,0,14198224.103420673,8
18444,53,administrador negocio,casado,pregrado,,si,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,4,12987.734940961045,800,SI,,SI,242066.37377400498,22225.70331566331,6,0.0,0.0,0,13042.774672969648,1838755.4845513701,43,1472234.8206829613,5
18446,50,Vive de los arriendos,casado,pregrado,no,si,no,celular,aug,mon,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,958993.1342171007,masivo,4,19179.862684342013,800,SI,SI,,173136.73571868625,15896.82061630968,10,408933.48933032196,28672.191582885924,9,0.0,0.0,0,16329005.823693816,7
18448,50,empleado,casado,Estudiante Universitario,no,si,no,celular,aug,mon,8,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2255665.8387443144,masivo,2,45113.31677488629,900,SI,,,257225.51756334037,23617.563850145485,12,0.0,0.0,0,0.0,0.0,0,9226588.214077648,3
18450,50,administrador negocio,casado,pregrado,no,no,no,celular,aug,mon,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1278111.7287077312,masivo,4,25562.234574154627,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10189783.785473833,9
18452,46,tecnico,casado,Estudiante Universitario,no,no,no,celular,aug,mon,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,SI,,,166518.96414934495,15289.199552640875,13,0.0,0.0,0,0.0,0.0,0,19576041.208879307,6
18454,38,tecnico,casado,pregrado,no,si,no,celular,aug,mon,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3268169.2930597835,preferente,2,163408.46465298918,900,,,SI,0.0,0.0,0,0.0,0.0,0,22657.444635795673,549839.3982864108,44,19058111.74707719,2
18456,47,,casado,,,si,no,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1819965.191145163,masivo,1,36399.30382290326,950,SI,,SI,228573.58961934128,20986.84220146405,6,0.0,0.0,0,22069.128786417034,636506.440173024,35,5831369.079576995,1
18457,58,pensionado,casado,pregrado,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,1,10000.0,950,SI,,,403494.02241719316,37047.43575933712,10,0.0,0.0,0,0.0,0.0,0,7510713.809512902,1
18461,38,administrador negocio,casado,pregrado,no,no,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1058151.0727591761,masivo,4,21163.021455183523,800,,SI,,0.0,0.0,0,124326.32023575097,8717.08521215105,13,0.0,0.0,0,601167.7421194592,9
18464,60,Vive de los arriendos,casado,pregrado,,si,no,celular,aug,tue,14,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1610886.382828418,masivo,4,32217.72765656836,800,SI,SI,SI,424243.5635721858,38952.58738555005,9,33328.38048397536,2336.804725748347,6,30539.04419158799,1419898.4903240614,27,8517487.742975816,7
18466,40,tecnico,divorced,Estudiante Universitario,no,,,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3204592.093297377,preferente,2,160229.60466486888,900,,SI,SI,0.0,0.0,0,38170.5320432045,2676.310050702161,8,34053.568774100015,1749563.1971258577,33,5883725.752813144,5
18472,56,servicios,casado,bachillerato,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,4,10000.0,800,,SI,,0.0,0.0,0,462213.27663176396,32407.880414593168,9,0.0,0.0,0,1007314.0357307805,6
18476,31,tecnico,divorced,bachillerato,no,si,no,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2476040.7193559464,masivo,4,49520.81438711893,800,,SI,,0.0,0.0,0,312323.5711281965,21898.429697953197,11,0.0,0.0,0,6533453.171244781,4
18478,50,empleado,casado,bachillerato incompleto,,si,no,celular,aug,tue,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2899486.426972343,masivo,4,57989.72853944686,800,SI,SI,,47641.79237486555,4374.305799857868,12,59642.96225981407,4181.840042704035,8,0.0,0.0,0,11843505.45833378,1
18479,49,servicios,casado,bachillerato,no,si,no,celular,aug,tue,9,999,0,sin contacto,1.4,93444,-36.1,4965,5228,871345.6949254298,masivo,4,17426.913898508596,800,SI,SI,,442606.64429241506,40638.62240845012,6,296010.21847557614,20754.626158211096,8,0.0,0.0,0,7914560.421113567,1
18482,40,tecnico,divorced,Estudiante Universitario,no,si,no,celular,aug,tue,8,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1222486.3811397664,masivo,4,24449.72762279533,800,,,SI,0.0,0.0,0,0.0,0.0,0,33334.17154013156,1460420.4775667246,41,4717105.891199349,7
18489,48,empleado,casado,bachillerato incompleto,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,SI,SI,,195992.6317912277,17995.370518974818,8,17442.763684353064,1222.9916970404818,7,0.0,0.0,0,1587651.5077238323,5
18492,45,tecnico,divorced,Estudiante Universitario,no,no,no,celular,aug,tue,10,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,2,25930.777178393902,900,SI,,,40235.14224315317,3694.2526151720563,9,0.0,0.0,0,0.0,0.0,0,16119462.038630813,7
18503,38,administrador negocio,casado,pregrado,no,no,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1463410.025657069,masivo,2,29268.20051314138,900,SI,,,407454.7323081412,37411.09454260046,19,0.0,0.0,0,0.0,0.0,0,4492395.643323519,5
18508,42,Vive de los arriendos,casado,pregrado,,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,2,43192.99996164741,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17133453.196460444,1
18513,31,tecnico,divorced,bachillerato,no,no,no,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2590183.471020447,masivo,2,51803.66942040894,900,SI,SI,,477027.73540876503,43799.04881144837,12,65907.23338677193,4621.056655100859,10,0.0,0.0,0,7472924.516618929,6
18515,32,tecnico,casado,Estudiante Universitario,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,751903.9353783529,masivo,4,15038.078707567058,800,,,SI,0.0,0.0,0,0.0,0.0,0,49856.280043315186,532404.6456864758,58,18602858.18658736,5
18520,35,administrador negocio,single,pregrado,no,no,si,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,,SI,SI,0.0,0.0,0,59211.376477866645,4151.579595596339,13,34893.59146349637,1784234.9931187273,16,19842388.76164049,8
18521,50,administrador negocio,casado,pregrado,no,si,si,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1478755.220723758,masivo,2,29575.10441447516,900,SI,SI,,236291.0803840503,21695.435705813947,11,290663.45143434464,20379.73994087951,8,0.0,0.0,0,11156607.368212081,4
18522,50,empleado,casado,Estudiante Universitario,no,si,si,celular,aug,tue,8,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1793537.5299686405,masivo,2,35870.75059937281,900,,,SI,0.0,0.0,0,0.0,0.0,0,15280.671923617341,1362411.2626432334,47,10685275.586991204,7
18525,55,tecnico,divorced,pregrado,no,no,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,2,34988.35375370084,900,SI,SI,SI,40953.970912768404,3760.252995549452,8,20553.756147640168,1441.117564076601,6,43047.65171650023,759579.1733345756,59,7270912.236443501,7
18527,42,ama de casa,casado,bachillerato,no,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1173326.752490956,masivo,2,23466.535049819122,900,SI,,,488231.3290781329,44827.72431512279,16,0.0,0.0,0,0.0,0.0,0,17960855.842537865,6
18530,38,Vive de los arriendos,divorced,pregrado,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1624752.0996639344,masivo,1,32495.04199327869,950,SI,SI,SI,211999.6147624026,19465.07673611489,8,89812.31914849656,6297.15121974004,11,22273.66702013574,1129919.2165500405,41,5881518.147810946,1
18536,45,,casado,bachillerato,,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3015444.808352248,preferente,2,150772.2404176124,900,,,SI,0.0,0.0,0,0.0,0.0,0,8641.29619231786,1147863.2923247777,23,11863952.643292898,5
18539,41,tecnico,single,Estudiante Universitario,no,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1881734.1689625094,masivo,2,37634.683379250186,900,SI,SI,SI,362944.7676889144,33324.34241427225,9,93408.54871986096,6549.299272996959,11,30567.288723815476,1672206.2882327624,27,12506920.19271375,8
18548,37,administrador negocio,casado,pregrado,no,no,no,celular,aug,tue,12,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1126631.5749969156,masivo,4,22532.631499938314,800,SI,,,442274.11935578973,40608.091110478956,11,0.0,0.0,0,0.0,0.0,0,18912374.131622992,2
18551,47,tecnico,casado,bachillerato,no,no,no,celular,aug,tue,9,999,0,sin contacto,1.4,93444,-36.1,4965,5228,999802.1829040042,masivo,2,19996.043658080085,900,,SI,,0.0,0.0,0,30512.60100003864,2139.377586800139,3,0.0,0.0,0,8562714.702590138,7
18554,40,administrador negocio,single,bachillerato,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1330147.6423222693,masivo,2,26602.952846445387,900,SI,,SI,289850.82560397737,26613.107616874113,14,0.0,0.0,0,45016.447659116144,543710.3182221351,6,5365109.801988006,2
18558,56,servicios,casado,bachillerato,no,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3136739.9618306397,preferente,2,156836.998091532,900,,SI,,0.0,0.0,0,474295.15422033507,33254.99594300778,7,0.0,0.0,0,7400070.822900244,9
18562,58,vendedor ambulante,casado,bachillerato incompleto,no,no,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1316699.2904738027,masivo,2,26333.985809476057,900,SI,,SI,413050.5094281432,37924.879584903996,15,0.0,0.0,0,16630.641253811213,1340804.067608979,31,14041884.001268076,5
18565,48,tecnico,casado,pregrado,no,no,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1480205.655479292,masivo,4,29604.11310958584,800,,,SI,0.0,0.0,0,0.0,0.0,0,37833.96830169141,1156432.569048732,49,4701438.955860002,4
18566,50,tecnico,casado,pregrado,no,,,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1017686.4290636971,masivo,2,20353.728581273943,900,,SI,SI,0.0,0.0,0,131942.60640279925,9251.097763897078,14,6119.642583369821,1037621.6156622572,57,9941615.383745015,4
18569,48,tecnico,casado,pregrado,no,si,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2598983.3574419646,masivo,2,51979.66714883929,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1014789.0597442435,7
18571,33,administrador negocio,divorced,pregrado,no,no,no,celular,aug,tue,1,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3459837.254744675,preferente,2,172991.86273723375,900,,SI,,0.0,0.0,0,262644.6232270218,18415.212135627047,7,0.0,0.0,0,12230266.551380109,4
18574,33,tecnico,casado,Estudiante Universitario,no,si,no,celular,aug,tue,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1950613.0494313883,masivo,1,39012.260988627764,950,,SI,SI,0.0,0.0,0,152381.44849490546,10684.158179557608,15,43020.400186908686,1604426.9145731158,54,9984215.12580232,2
18575,57,pensionado,casado,bachillerato incompleto,no,no,no,celular,aug,tue,27,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1582772.9037854257,masivo,1,31655.458075708513,950,SI,,,242753.35244974148,22288.779338958317,13,0.0,0.0,0,0.0,0.0,0,9374131.813350925,2
18579,39,tecnico,divorced,Estudiante Universitario,,si,no,celular,aug,tue,7,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1536782.8331742347,masivo,4,30735.656663484697,800,,,SI,0.0,0.0,0,0.0,0.0,0,44774.33971053267,883225.5276957139,23,4557603.077453546,5
18581,40,Vive de los arriendos,casado,pregrado,no,no,no,celular,aug,tue,11,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14180082.668939987,4
18596,51,empleado,casado,preescolar,no,no,no,celular,aug,tue,19,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2245150.864284817,masivo,4,44903.01728569634,800,SI,,SI,268059.6395262494,24612.31573029773,11,0.0,0.0,0,18831.990213840632,1819800.5874495963,34,18082243.150217112,5
18597,52,empleado,casado,preescolar,no,si,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,1,32683.32831991687,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6239285.064235308,9
18603,50,servicios,casado,bachillerato,,no,no,celular,aug,tue,13,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1928342.050660725,masivo,2,38566.8410132145,900,SI,,,59653.967347753125,5477.222462593059,8,0.0,0.0,0,0.0,0.0,0,19747433.607869424,1
18604,44,tecnico,casado,Estudiante Universitario,no,no,no,celular,aug,tue,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,788537.8059162952,masivo,2,15770.756118325904,900,SI,,,462827.4616082992,42495.228427106194,15,0.0,0.0,0,0.0,0.0,0,2269162.8484067814,7
18609,48,tecnico,single,pregrado,,no,no,celular,aug,tue,8,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1115543.1210229085,masivo,2,22310.86242045817,900,SI,,SI,490037.6176826877,44993.57153298039,10,0.0,0.0,0,37127.57480533385,1563170.5564201344,24,5662391.013188183,9
18611,47,administrador negocio,divorced,pregrado,no,no,si,celular,aug,tue,19,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1088975.063496827,masivo,4,21779.50126993654,800,,SI,SI,0.0,0.0,0,13105.54429525647,918.8894689132732,11,11937.585330915539,1426438.5450390507,18,5762428.915731861,4
18614,42,administrador negocio,casado,pregrado,no,si,no,celular,aug,tue,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,,masivo,2,50432.45968146079,900,,SI,,0.0,0.0,0,119726.19555157435,8394.549494995994,9,0.0,0.0,0,13668042.1602555,7
18615,47,administrador negocio,casado,pregrado,no,si,no,celular,aug,tue,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1121240.1633969066,masivo,2,22424.803267938132,900,,SI,SI,0.0,0.0,0,156302.82030509989,10959.103437755335,9,43353.0091820338,1209660.8524329676,54,1880777.204473699,9
18618,38,tecnico,casado,bachillerato,no,no,no,celular,aug,tue,5,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3582660.322109798,preferente,4,179133.01610548992,800,SI,,,418128.7756160104,38391.14855026999,12,0.0,0.0,0,0.0,0.0,0,11827382.018989025,5
18619,37,tecnico,single,pregrado,no,no,no,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1930862.4190150374,masivo,4,38617.24838030075,800,,,SI,0.0,0.0,0,0.0,0.0,0,45261.91379879577,523372.4134494714,8,18609631.488656785,4
18623,42,Vive de los arriendos,casado,pregrado,no,no,si,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,2,10000.0,900,,,SI,0.0,0.0,0,0.0,0.0,0,12200.041366360987,334810.8576733582,47,18493036.256871916,9
18626,46,servicios,casado,bachillerato,no,si,no,celular,aug,tue,3,999,0,sin contacto,1.4,93444,-36.1,4965,5228,1371453.7067480432,masivo,4,27429.074134960865,800,SI,,,302074.48847947683,27735.4423726927,8,0.0,0.0,0,0.0,0.0,0,19819215.191641778,9
18629,31,Vive de los arriendos,casado,pregrado,no,si,no,celular,aug,tue,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,848324.8778435844,masivo,2,16966.497556871687,900,,SI,SI,0.0,0.0,0,208415.66573000135,14612.972653502402,19,34233.68185953343,429419.77948124765,37,16740402.974124033,7
18630,55,empleado,casado,bachillerato incompleto,no,si,no,celular,aug,tue,4,999,0,sin contacto,1.4,93444,-36.1,4965,5228,500000.0,masivo,1,10000.0,950,SI,,,429796.04968214757,39462.39759594947,6,0.0,0.0,0,0.0,0.0,0,5344217.559423347,2
18633,47,administrador negocio,casado,pregrado,no,,,celular,aug,tue,2,999,0,sin contacto,1.4,93444,-36.1,4965,5228,3099470.9401137894,preferente,1,154973.54700568947,950,SI,,,100304.31926686778,9209.598204607708,7,0.0,0.0,0,0.0,0.0,0,3386524.9072633544,1
18637,29,servicios,casado,Estudiante Universitario,,si,no,celular,aug,tue,6,999,0,sin contacto,1.4,93444,-36.1,4965,5228,2203142.542220004,masivo,2,44062.850844400076,900,,SI,,0.0,0.0,0,364392.8507157392,25549.244314192492,12,0.0,0.0,0,1291603.2184726263,9
